id,username,created_at,lng,lat,text
1527219264595316738,iamshaunmadill,Thu May 19 09:27:01 +0000 2022,-1.01201,53.573724,"@LukeEdwardsTele @charlottehope @tfNUFC @tfalex1892 Unlike the journalism game, where even bad grammar doesn’t get in the way."
1527219265572593666,InmyeyesM,Thu May 19 09:27:01 +0000 2022,-4.18646,55.7594635,@CelticLisboaa @Tallia_wal1 Hahahaha ya tramp 🦅🦅
1527219273478840321,boywonder012345,Thu May 19 09:27:03 +0000 2022,-1.5900064999999999,54.861194,Looks like a top film 😜 https://t.co/HY4swwVBYG
1527219277148864514,kenborg24,Thu May 19 09:27:04 +0000 2022,-2.5853900000000003,51.457876999999996,@billhulley Thanks!
1527219278201532416,MeenuTiwari,Thu May 19 09:27:04 +0000 2022,-1.5900064999999999,54.861194,@ranvijaylive फातिमा देवी भारतीय संस्कृति को बहुत मानती हैं 🙏उन्होंने साबित कर दिया पति परमेश्वर होता है😁
1527219278273028098,Isabel_hunt710,Thu May 19 09:27:04 +0000 2022,-0.10918149999999999,51.5469265,@TrevorHeritage @HeritageFundNOR @LeedsCC_News @HistoricEngland And @TracyBrabin rocking a yellow suit!
1527219281456406528,TheSimonC90,Thu May 19 09:27:05 +0000 2022,0.478479,51.739892999999995,@notinaboyband 6ft 2
1527219283230605312,northside_ncl,Thu May 19 09:27:06 +0000 2022,-1.6453615,54.9920555,@th4y_pricefield Thank you! 🫶
1527219291950653440,dave68therunner,Thu May 19 09:27:08 +0000 2022,-2.202075,53.548435999999995,At this point not been able to run or excise  At the moment is killing me
1527219297512202240,Kerry13_,Thu May 19 09:27:09 +0000 2022,-4.2417514999999995,55.85830249999999,I don’t like the fact that Demi Vollering  posted yesterday that she was kept in hospital over night because she wa… https://t.co/ogYwnknGv7
1527219298749620224,erikgeddes,Thu May 19 09:27:09 +0000 2022,-3.2030085,55.9431955,Setting aside the questionable use of “them” …this can be filed under the ‘always cheated never defeated’ category… https://t.co/croOOxJPax
1527219300314103809,iulianamihai,Thu May 19 09:27:10 +0000 2022,-0.35069249999999996,51.461742,See you tomorrow aswell... we will rock bebe
1527219303837310976,STEcopywriting,Thu May 19 09:27:11 +0000 2022,-2.1638805000000003,51.84729,@ndwillis This is super helpful – thank you so much 😊🙏
1527219303946276866,eumechamoSte,Thu May 19 09:27:11 +0000 2022,-2.018084,53.7434415,@northernassist No. The service has just terminated at Rochdale. No info from conductor as to how we're meant to co… https://t.co/i50WDAldSL
1527219303765925890,AngryDigit,Thu May 19 09:27:11 +0000 2022,-2.4568145,53.092118,"@R_J_Chapman85 @LegoAnkhMorpork @LewCro42 @MauriceFilm I thought the same, “Morris”! Love the trailer. Remember th… https://t.co/khz71UZ7Th"
1527219310825029632,david_1980_EFC,Thu May 19 09:27:12 +0000 2022,-2.3047579999999996,53.580698,"@Everton get the sirens back on, also get Mykolenko to walk out first on his own waving a Ukrainian flag 🇺🇦 The lad… https://t.co/hItQVAUrNz"
1527219311768657921,CwmdareN,Thu May 19 09:27:12 +0000 2022,-3.4529604999999997,51.7185625,@swpRCT 🙈
